"vaccine_uptake","v1_transmission_effectiveness","v2_transmission_effectiveness","strategy","relax_triggers","day","new_cases"
60,90,90,"Tight Suppression","Yes",13,39
75,90,90,"Tight Suppression","Yes",13,37
90,90,90,"Tight Suppression","Yes",13,34
60,50,50,"Loose Suppression","Yes",13,40
75,50,50,"Loose Suppression","Yes",13,30
90,50,50,"Loose Suppression","Yes",13,32
60,75,50,"Loose Suppression","Yes",13,37
75,75,50,"Loose Suppression","Yes",13,29
90,75,50,"Loose Suppression","Yes",13,27
60,90,50,"Loose Suppression","Yes",13,19
75,90,50,"Loose Suppression","Yes",13,27
90,90,50,"Loose Suppression","Yes",13,37
60,50,75,"Loose Suppression","Yes",13,36
75,50,75,"Loose Suppression","Yes",13,28
90,50,75,"Loose Suppression","Yes",13,23
60,75,75,"Loose Suppression","Yes",13,27
75,75,75,"Loose Suppression","Yes",13,19
90,75,75,"Loose Suppression","Yes",13,22
60,90,75,"Loose Suppression","Yes",13,11
75,90,75,"Loose Suppression","Yes",13,17
90,90,75,"Loose Suppression","Yes",13,16
60,50,90,"Loose Suppression","Yes",13,20
75,50,90,"Loose Suppression","Yes",13,21
90,50,90,"Loose Suppression","Yes",13,28
60,75,90,"Loose Suppression","Yes",13,28
75,75,90,"Loose Suppression","Yes",13,27
90,75,90,"Loose Suppression","Yes",13,36
60,90,90,"Loose Suppression","Yes",13,28
75,90,90,"Loose Suppression","Yes",13,27
90,90,90,"Loose Suppression","Yes",13,33
60,50,50,"Aggressive Elimination","No",13,38
75,50,50,"Aggressive Elimination","No",13,46
90,50,50,"Aggressive Elimination","No",13,44
60,75,50,"Aggressive Elimination","No",13,47
75,75,50,"Aggressive Elimination","No",13,54
90,75,50,"Aggressive Elimination","No",13,52
60,90,50,"Aggressive Elimination","No",13,43
75,90,50,"Aggressive Elimination","No",13,47
90,90,50,"Aggressive Elimination","No",13,48
60,50,75,"Aggressive Elimination","No",13,46
75,50,75,"Aggressive Elimination","No",13,44
90,50,75,"Aggressive Elimination","No",13,57
60,75,75,"Aggressive Elimination","No",13,67
75,75,75,"Aggressive Elimination","No",13,64
90,75,75,"Aggressive Elimination","No",13,62
60,90,75,"Aggressive Elimination","No",13,62
75,90,75,"Aggressive Elimination","No",13,58
90,90,75,"Aggressive Elimination","No",13,56
60,50,90,"Aggressive Elimination","No",13,53
75,50,90,"Aggressive Elimination","No",13,44
90,50,90,"Aggressive Elimination","No",13,45
60,75,90,"Aggressive Elimination","No",13,50
75,75,90,"Aggressive Elimination","No",13,45
90,75,90,"Aggressive Elimination","No",13,46
60,90,90,"Aggressive Elimination","No",13,46
75,90,90,"Aggressive Elimination","No",13,44
90,90,90,"Aggressive Elimination","No",13,44
60,50,50,"Moderate Elimination","No",13,45
75,50,50,"Moderate Elimination","No",13,47
90,50,50,"Moderate Elimination","No",13,39
60,75,50,"Moderate Elimination","No",13,54
75,75,50,"Moderate Elimination","No",13,45
90,75,50,"Moderate Elimination","No",13,40
60,90,50,"Moderate Elimination","No",13,50
75,90,50,"Moderate Elimination","No",13,53
90,90,50,"Moderate Elimination","No",13,60
60,50,75,"Moderate Elimination","No",13,60
75,50,75,"Moderate Elimination","No",13,64
90,50,75,"Moderate Elimination","No",13,60
60,75,75,"Moderate Elimination","No",13,63
75,75,75,"Moderate Elimination","No",13,71
90,75,75,"Moderate Elimination","No",13,71
60,90,75,"Moderate Elimination","No",13,77
75,90,75,"Moderate Elimination","No",13,89
90,90,75,"Moderate Elimination","No",13,94
60,50,90,"Moderate Elimination","No",13,90
75,50,90,"Moderate Elimination","No",13,95
90,50,90,"Moderate Elimination","No",13,95
60,75,90,"Moderate Elimination","No",13,100
75,75,90,"Moderate Elimination","No",13,86
90,75,90,"Moderate Elimination","No",13,80
60,90,90,"Moderate Elimination","No",13,75
75,90,90,"Moderate Elimination","No",13,72
90,90,90,"Moderate Elimination","No",13,63
60,50,50,"Tight Suppression","No",13,56
75,50,50,"Tight Suppression","No",13,57
90,50,50,"Tight Suppression","No",13,50
60,75,50,"Tight Suppression","No",13,46
75,75,50,"Tight Suppression","No",13,41
90,75,50,"Tight Suppression","No",13,49
60,90,50,"Tight Suppression","No",13,55
75,90,50,"Tight Suppression","No",13,63
90,90,50,"Tight Suppression","No",13,66
60,50,75,"Tight Suppression","No",13,63
75,50,75,"Tight Suppression","No",13,57
90,50,75,"Tight Suppression","No",13,50
60,75,75,"Tight Suppression","No",13,51
75,75,75,"Tight Suppression","No",13,46
90,75,75,"Tight Suppression","No",13,45
60,90,75,"Tight Suppression","No",13,36
75,90,75,"Tight Suppression","No",13,40
90,90,75,"Tight Suppression","No",13,40
60,50,90,"Tight Suppression","No",13,44
75,50,90,"Tight Suppression","No",13,48
90,50,90,"Tight Suppression","No",13,51
60,75,90,"Tight Suppression","No",13,60
75,75,90,"Tight Suppression","No",13,60
90,75,90,"Tight Suppression","No",13,65
60,90,90,"Tight Suppression","No",13,68
75,90,90,"Tight Suppression","No",13,67
90,90,90,"Tight Suppression","No",13,66
60,50,50,"Loose Suppression","No",13,70
75,50,50,"Loose Suppression","No",13,66
90,50,50,"Loose Suppression","No",13,57
60,75,50,"Loose Suppression","No",13,53
75,75,50,"Loose Suppression","No",13,55
90,75,50,"Loose Suppression","No",13,55
60,90,50,"Loose Suppression","No",13,56
75,90,50,"Loose Suppression","No",13,50
90,90,50,"Loose Suppression","No",13,49
60,50,75,"Loose Suppression","No",13,49
75,50,75,"Loose Suppression","No",13,43
90,50,75,"Loose Suppression","No",13,42
60,75,75,"Loose Suppression","No",13,44
75,75,75,"Loose Suppression","No",13,39
90,75,75,"Loose Suppression","No",13,40
60,90,75,"Loose Suppression","No",13,44
75,90,75,"Loose Suppression","No",13,47
90,90,75,"Loose Suppression","No",13,53
60,50,90,"Loose Suppression","No",13,53
75,50,90,"Loose Suppression","No",13,51
90,50,90,"Loose Suppression","No",13,47
60,75,90,"Loose Suppression","No",13,53
75,75,90,"Loose Suppression","No",13,54
90,75,90,"Loose Suppression","No",13,58
60,90,90,"Loose Suppression","No",13,64
75,90,90,"Loose Suppression","No",13,54
90,90,90,"Loose Suppression","No",13,54
60,50,50,"Aggressive Elimination","Yes",14,48
75,50,50,"Aggressive Elimination","Yes",14,51
90,50,50,"Aggressive Elimination","Yes",14,54
60,75,50,"Aggressive Elimination","Yes",14,49
75,75,50,"Aggressive Elimination","Yes",14,42
90,75,50,"Aggressive Elimination","Yes",14,46
60,90,50,"Aggressive Elimination","Yes",14,53
75,90,50,"Aggressive Elimination","Yes",14,51
90,90,50,"Aggressive Elimination","Yes",14,46
60,50,75,"Aggressive Elimination","Yes",14,51
75,50,75,"Aggressive Elimination","Yes",14,49
90,50,75,"Aggressive Elimination","Yes",14,48
60,75,75,"Aggressive Elimination","Yes",14,42
75,75,75,"Aggressive Elimination","Yes",14,38
90,75,75,"Aggressive Elimination","Yes",14,40
60,90,75,"Aggressive Elimination","Yes",14,36
75,90,75,"Aggressive Elimination","Yes",14,35
90,90,75,"Aggressive Elimination","Yes",14,36
60,50,90,"Aggressive Elimination","Yes",14,43
75,50,90,"Aggressive Elimination","Yes",14,35
90,50,90,"Aggressive Elimination","Yes",14,32
60,75,90,"Aggressive Elimination","Yes",14,38
75,75,90,"Aggressive Elimination","Yes",14,38
90,75,90,"Aggressive Elimination","Yes",14,44
60,90,90,"Aggressive Elimination","Yes",14,40
75,90,90,"Aggressive Elimination","Yes",14,35
90,90,90,"Aggressive Elimination","Yes",14,36
60,50,50,"Moderate Elimination","Yes",14,38
75,50,50,"Moderate Elimination","Yes",14,41
90,50,50,"Moderate Elimination","Yes",14,38
60,75,50,"Moderate Elimination","Yes",14,37
75,75,50,"Moderate Elimination","Yes",14,40
90,75,50,"Moderate Elimination","Yes",14,45
60,90,50,"Moderate Elimination","Yes",14,39
75,90,50,"Moderate Elimination","Yes",14,46
90,90,50,"Moderate Elimination","Yes",14,48
60,50,75,"Moderate Elimination","Yes",14,45
75,50,75,"Moderate Elimination","Yes",14,46
90,50,75,"Moderate Elimination","Yes",14,46
60,75,75,"Moderate Elimination","Yes",14,34
75,75,75,"Moderate Elimination","Yes",14,38
90,75,75,"Moderate Elimination","Yes",14,40
60,90,75,"Moderate Elimination","Yes",14,51
75,90,75,"Moderate Elimination","Yes",14,58
90,90,75,"Moderate Elimination","Yes",14,64
60,50,90,"Moderate Elimination","Yes",14,58
75,50,90,"Moderate Elimination","Yes",14,58
90,50,90,"Moderate Elimination","Yes",14,68
60,75,90,"Moderate Elimination","Yes",14,64
75,75,90,"Moderate Elimination","Yes",14,64
90,75,90,"Moderate Elimination","Yes",14,76
60,90,90,"Moderate Elimination","Yes",14,67
75,90,90,"Moderate Elimination","Yes",14,75
90,90,90,"Moderate Elimination","Yes",14,74
60,50,50,"Tight Suppression","Yes",14,73
75,50,50,"Tight Suppression","Yes",14,67
90,50,50,"Tight Suppression","Yes",14,66
60,75,50,"Tight Suppression","Yes",14,71
75,75,50,"Tight Suppression","Yes",14,76
90,75,50,"Tight Suppression","Yes",14,75
60,90,50,"Tight Suppression","Yes",14,74
75,90,50,"Tight Suppression","Yes",14,77
90,90,50,"Tight Suppression","Yes",14,78
60,50,75,"Tight Suppression","Yes",14,72
75,50,75,"Tight Suppression","Yes",14,67
90,50,75,"Tight Suppression","Yes",14,62
60,75,75,"Tight Suppression","Yes",14,64
75,75,75,"Tight Suppression","Yes",14,65
90,75,75,"Tight Suppression","Yes",14,66
60,90,75,"Tight Suppression","Yes",14,58
75,90,75,"Tight Suppression","Yes",14,60
90,90,75,"Tight Suppression","Yes",14,53
60,50,90,"Tight Suppression","Yes",14,51
75,50,90,"Tight Suppression","Yes",14,51
90,50,90,"Tight Suppression","Yes",14,52
60,75,90,"Tight Suppression","Yes",14,56
75,75,90,"Tight Suppression","Yes",14,51
90,75,90,"Tight Suppression","Yes",14,56
60,90,90,"Tight Suppression","Yes",14,58
75,90,90,"Tight Suppression","Yes",14,52
90,90,90,"Tight Suppression","Yes",14,49
60,50,50,"Loose Suppression","Yes",14,59
75,50,50,"Loose Suppression","Yes",14,55
90,50,50,"Loose Suppression","Yes",14,63
60,75,50,"Loose Suppression","Yes",14,61
75,75,50,"Loose Suppression","Yes",14,64
90,75,50,"Loose Suppression","Yes",14,65
60,90,50,"Loose Suppression","Yes",14,72
75,90,50,"Loose Suppression","Yes",14,63
90,90,50,"Loose Suppression","Yes",14,56
60,50,75,"Loose Suppression","Yes",14,60
75,50,75,"Loose Suppression","Yes",14,55
90,50,75,"Loose Suppression","Yes",14,50
60,75,75,"Loose Suppression","Yes",14,62
75,75,75,"Loose Suppression","Yes",14,62
90,75,75,"Loose Suppression","Yes",14,63
60,90,75,"Loose Suppression","Yes",14,58
75,90,75,"Loose Suppression","Yes",14,57
90,90,75,"Loose Suppression","Yes",14,64
60,50,90,"Loose Suppression","Yes",14,65
75,50,90,"Loose Suppression","Yes",14,64
90,50,90,"Loose Suppression","Yes",14,59
60,75,90,"Loose Suppression","Yes",14,61
75,75,90,"Loose Suppression","Yes",14,65
90,75,90,"Loose Suppression","Yes",14,63
60,90,90,"Loose Suppression","Yes",14,63
75,90,90,"Loose Suppression","Yes",14,62
90,90,90,"Loose Suppression","Yes",14,58
60,50,50,"Aggressive Elimination","No",14,59
75,50,50,"Aggressive Elimination","No",14,52
90,50,50,"Aggressive Elimination","No",14,53
60,75,50,"Aggressive Elimination","No",14,52
75,75,50,"Aggressive Elimination","No",14,48
90,75,50,"Aggressive Elimination","No",14,51
60,90,50,"Aggressive Elimination","No",14,51
75,90,50,"Aggressive Elimination","No",14,45
90,90,50,"Aggressive Elimination","No",14,40
60,50,75,"Aggressive Elimination","No",14,41
75,50,75,"Aggressive Elimination","No",14,42
90,50,75,"Aggressive Elimination","No",14,51
60,75,75,"Aggressive Elimination","No",14,46
75,75,75,"Aggressive Elimination","No",14,43
90,75,75,"Aggressive Elimination","No",14,44
60,90,75,"Aggressive Elimination","No",14,43
75,90,75,"Aggressive Elimination","No",14,39
90,90,75,"Aggressive Elimination","No",14,39
60,50,90,"Aggressive Elimination","No",14,39
75,50,90,"Aggressive Elimination","No",14,36
90,50,90,"Aggressive Elimination","No",14,28
60,75,90,"Aggressive Elimination","No",14,15
75,75,90,"Aggressive Elimination","No",14,15
90,75,90,"Aggressive Elimination","No",14,22
60,90,90,"Aggressive Elimination","No",14,17
75,90,90,"Aggressive Elimination","No",14,18
90,90,90,"Aggressive Elimination","No",14,24
60,50,50,"Moderate Elimination","No",14,19
75,50,50,"Moderate Elimination","No",14,19
90,50,50,"Moderate Elimination","No",14,24
60,75,50,"Moderate Elimination","No",14,22
75,75,50,"Moderate Elimination","No",14,19
90,75,50,"Moderate Elimination","No",14,14
60,90,50,"Moderate Elimination","No",14,16
75,90,50,"Moderate Elimination","No",14,16
90,90,50,"Moderate Elimination","No",14,13
60,50,75,"Moderate Elimination","No",14,12
75,50,75,"Moderate Elimination","No",14,11
90,50,75,"Moderate Elimination","No",14,12
60,75,75,"Moderate Elimination","No",14,8
75,75,75,"Moderate Elimination","No",14,8
90,75,75,"Moderate Elimination","No",14,13
60,90,75,"Moderate Elimination","No",14,17
75,90,75,"Moderate Elimination","No",14,25
90,90,75,"Moderate Elimination","No",14,32
60,50,90,"Moderate Elimination","No",14,24
75,50,90,"Moderate Elimination","No",14,34
90,50,90,"Moderate Elimination","No",14,35
60,75,90,"Moderate Elimination","No",14,29
75,75,90,"Moderate Elimination","No",14,29
90,75,90,"Moderate Elimination","No",14,29
60,90,90,"Moderate Elimination","No",14,24
75,90,90,"Moderate Elimination","No",14,22
90,90,90,"Moderate Elimination","No",14,24
60,50,50,"Tight Suppression","No",14,30
75,50,50,"Tight Suppression","No",14,25
90,50,50,"Tight Suppression","No",14,21
60,75,50,"Tight Suppression","No",14,18
75,75,50,"Tight Suppression","No",14,18
90,75,50,"Tight Suppression","No",14,15
60,90,50,"Tight Suppression","No",14,16
75,90,50,"Tight Suppression","No",14,14
90,90,50,"Tight Suppression","No",14,12
60,50,75,"Tight Suppression","No",14,16
75,50,75,"Tight Suppression","No",14,8
90,50,75,"Tight Suppression","No",14,22
60,75,75,"Tight Suppression","No",14,20
75,75,75,"Tight Suppression","No",14,17
90,75,75,"Tight Suppression","No",14,0
60,90,75,"Tight Suppression","No",14,1
75,90,75,"Tight Suppression","No",14,0
90,90,75,"Tight Suppression","No",14,0
60,50,90,"Tight Suppression","No",14,0
75,50,90,"Tight Suppression","No",14,1
90,50,90,"Tight Suppression","No",14,7
60,75,90,"Tight Suppression","No",14,5
75,75,90,"Tight Suppression","No",14,5
90,75,90,"Tight Suppression","No",14,6
60,90,90,"Tight Suppression","No",14,1
75,90,90,"Tight Suppression","No",14,4
90,90,90,"Tight Suppression","No",14,0
60,50,50,"Loose Suppression","No",14,4
75,50,50,"Loose Suppression","No",14,0
90,50,50,"Loose Suppression","No",14,0
60,75,50,"Loose Suppression","No",14,5
75,75,50,"Loose Suppression","No",14,5
90,75,50,"Loose Suppression","No",14,14
60,90,50,"Loose Suppression","No",14,11
75,90,50,"Loose Suppression","No",14,17
90,90,50,"Loose Suppression","No",14,10
60,50,75,"Loose Suppression","No",14,17
75,50,75,"Loose Suppression","No",14,12
90,50,75,"Loose Suppression","No",14,15
60,75,75,"Loose Suppression","No",14,22
75,75,75,"Loose Suppression","No",14,21
90,75,75,"Loose Suppression","No",14,31
60,90,75,"Loose Suppression","No",14,35
75,90,75,"Loose Suppression","No",14,36
90,90,75,"Loose Suppression","No",14,38
60,50,90,"Loose Suppression","No",14,44
75,50,90,"Loose Suppression","No",14,41
90,50,90,"Loose Suppression","No",14,43
60,75,90,"Loose Suppression","No",14,40
75,75,90,"Loose Suppression","No",14,38
90,75,90,"Loose Suppression","No",14,40
60,90,90,"Loose Suppression","No",14,37
75,90,90,"Loose Suppression","No",14,36
90,90,90,"Loose Suppression","No",14,33
60,50,50,"Aggressive Elimination","Yes",15,38
75,50,50,"Aggressive Elimination","Yes",15,40
90,50,50,"Aggressive Elimination","Yes",15,36
60,75,50,"Aggressive Elimination","Yes",15,44
75,75,50,"Aggressive Elimination","Yes",15,51
90,75,50,"Aggressive Elimination","Yes",15,62
60,90,50,"Aggressive Elimination","Yes",15,58
75,90,50,"Aggressive Elimination","Yes",15,65
90,90,50,"Aggressive Elimination","Yes",15,73
60,50,75,"Aggressive Elimination","Yes",15,71
75,50,75,"Aggressive Elimination","Yes",15,74
90,50,75,"Aggressive Elimination","Yes",15,78
60,75,75,"Aggressive Elimination","Yes",15,74
75,75,75,"Aggressive Elimination","Yes",15,81
90,75,75,"Aggressive Elimination","Yes",15,85
60,90,75,"Aggressive Elimination","Yes",15,81
75,90,75,"Aggressive Elimination","Yes",15,79
90,90,75,"Aggressive Elimination","Yes",15,83
60,50,90,"Aggressive Elimination","Yes",15,92
75,50,90,"Aggressive Elimination","Yes",15,93
90,50,90,"Aggressive Elimination","Yes",15,99
60,75,90,"Aggressive Elimination","Yes",15,110
75,75,90,"Aggressive Elimination","Yes",15,108
90,75,90,"Aggressive Elimination","Yes",15,109
60,90,90,"Aggressive Elimination","Yes",15,117
75,90,90,"Aggressive Elimination","Yes",15,118
90,90,90,"Aggressive Elimination","Yes",15,117
60,50,50,"Moderate Elimination","Yes",15,111
75,50,50,"Moderate Elimination","Yes",15,115
90,50,50,"Moderate Elimination","Yes",15,113
60,75,50,"Moderate Elimination","Yes",15,107
75,75,50,"Moderate Elimination","Yes",15,107
90,75,50,"Moderate Elimination","Yes",15,103
60,90,50,"Moderate Elimination","Yes",15,110
75,90,50,"Moderate Elimination","Yes",15,115
90,90,50,"Moderate Elimination","Yes",15,102
60,50,75,"Moderate Elimination","Yes",15,95
75,50,75,"Moderate Elimination","Yes",15,88
90,50,75,"Moderate Elimination","Yes",15,94
60,75,75,"Moderate Elimination","Yes",15,95
75,75,75,"Moderate Elimination","Yes",15,91
90,75,75,"Moderate Elimination","Yes",15,85
60,90,75,"Moderate Elimination","Yes",15,89
75,90,75,"Moderate Elimination","Yes",15,86
90,90,75,"Moderate Elimination","Yes",15,91
60,50,90,"Moderate Elimination","Yes",15,84
75,50,90,"Moderate Elimination","Yes",15,87
90,50,90,"Moderate Elimination","Yes",15,86
60,75,90,"Moderate Elimination","Yes",15,78
75,75,90,"Moderate Elimination","Yes",15,78
90,75,90,"Moderate Elimination","Yes",15,81
60,90,90,"Moderate Elimination","Yes",15,83
75,90,90,"Moderate Elimination","Yes",15,79
90,90,90,"Moderate Elimination","Yes",15,82
60,50,50,"Tight Suppression","Yes",15,82
75,50,50,"Tight Suppression","Yes",15,82
90,50,50,"Tight Suppression","Yes",15,81
60,75,50,"Tight Suppression","Yes",15,81
75,75,50,"Tight Suppression","Yes",15,79
90,75,50,"Tight Suppression","Yes",15,77
60,90,50,"Tight Suppression","Yes",15,65
75,90,50,"Tight Suppression","Yes",15,70
90,90,50,"Tight Suppression","Yes",15,69
60,50,75,"Tight Suppression","Yes",15,65
75,50,75,"Tight Suppression","Yes",15,64
90,50,75,"Tight Suppression","Yes",15,62
60,75,75,"Tight Suppression","Yes",15,67
75,75,75,"Tight Suppression","Yes",15,70
90,75,75,"Tight Suppression","Yes",15,64
60,90,75,"Tight Suppression","Yes",15,65
75,90,75,"Tight Suppression","Yes",15,65
90,90,75,"Tight Suppression","Yes",15,66
60,50,90,"Tight Suppression","Yes",15,56
75,50,90,"Tight Suppression","Yes",15,59
90,50,90,"Tight Suppression","Yes",15,57
60,75,90,"Tight Suppression","Yes",15,66
75,75,90,"Tight Suppression","Yes",15,71
90,75,90,"Tight Suppression","Yes",15,65
60,90,90,"Tight Suppression","Yes",15,59
75,90,90,"Tight Suppression","Yes",15,63
90,90,90,"Tight Suppression","Yes",15,67
60,50,50,"Loose Suppression","Yes",15,72
75,50,50,"Loose Suppression","Yes",15,73
90,50,50,"Loose Suppression","Yes",15,73
60,75,50,"Loose Suppression","Yes",15,75
75,75,50,"Loose Suppression","Yes",15,72
90,75,50,"Loose Suppression","Yes",15,72
60,90,50,"Loose Suppression","Yes",15,76
75,90,50,"Loose Suppression","Yes",15,73
90,90,50,"Loose Suppression","Yes",15,69
60,50,75,"Loose Suppression","Yes",15,59
75,50,75,"Loose Suppression","Yes",15,58
